source,code,site,site_type,latitude,longitude,variable,Parameter_name,start_date,end_date,ratified_to,zone,agglomeration,local_authority
aurn,BUSH,Bush Estate,Rural Background,55.862281,-3.205782,NO,Nitric oxide,2003-10-09T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Central Scotland,NA,Midlothian
aurn,BUSH,Bush Estate,Rural Background,55.862281,-3.205782,NO2,Nitrogen dioxide,2003-10-09T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Central Scotland,NA,Midlothian
aurn,BUSH,Bush Estate,Rural Background,55.862281,-3.205782,NOx,Nitrogen oxides as nitrogen dioxide,2003-10-09T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Central Scotland,NA,Midlothian
aurn,BUSH,Bush Estate,Rural Background,55.862281,-3.205782,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,Central Scotland,NA,Midlothian
aurn,BUSH,Bush Estate,Rural Background,55.862281,-3.205782,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,Central Scotland,NA,Midlothian
aurn,BUSH,Bush Estate,Rural Background,55.862281,-3.205782,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,Central Scotland,NA,Midlothian
aurn,CAMB,Cambridge,Urban Traffic,51.995804,0.037756,CO,Carbon monoxide,1974-11-01T00:00:00Z,1978-03-01,1978-03-01T00:00:00Z,Eastern,NA,North Hertfordshire
aurn,CAM,Cambridge Roadside,Urban Traffic,52.20237,0.124456,NO,Nitric oxide,1999-06-26T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Eastern,NA,Cambridge
aurn,CAM,Cambridge Roadside,Urban Traffic,52.20237,0.124456,NO2,Nitrogen dioxide,1999-06-26T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Eastern,NA,Cambridge
aurn,CAM,Cambridge Roadside,Urban Traffic,52.20237,0.124456,NOx,Nitrogen oxides as nitrogen dioxide,1999-06-26T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Eastern,NA,Cambridge
aurn,CAM,Cambridge Roadside,Urban Traffic,52.20237,0.124456,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,Eastern,NA,Cambridge
aurn,CAM,Cambridge Roadside,Urban Traffic,52.20237,0.124456,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,Eastern,NA,Cambridge
aurn,CAM,Cambridge Roadside,Urban Traffic,52.20237,0.124456,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,Eastern,NA,Cambridge
aurn,CA1,Camden Kerbside,Urban Traffic,51.54421,-0.175269,NO,Nitric oxide,1996-05-16T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Greater London,Greater London Urban Area,Camden
aurn,CA1,Camden Kerbside,Urban Traffic,51.54421,-0.175269,NO2,Nitrogen dioxide,1996-05-16T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Greater London,Greater London Urban Area,Camden
aurn,CA1,Camden Kerbside,Urban Traffic,51.54421,-0.175269,NOx,Nitrogen oxides as nitrogen dioxide,1996-05-16T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Greater London,Greater London Urban Area,Camden
aurn,CA1,Camden Kerbside,Urban Traffic,51.54421,-0.175269,PM10,PM10 particulate matter (Hourly measured),1996-05-16T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Greater London,Greater London Urban Area,Camden
aurn,CA1,Camden Kerbside,Urban Traffic,51.54421,-0.175269,NV10,Non-volatile PM10 (Hourly measured),2009-02-19T00:00:00Z,2021-09-14,2021-09-14T00:00:00Z,Greater London,Greater London Urban Area,Camden
aurn,CA1,Camden Kerbside,Urban Traffic,51.54421,-0.175269,V10,Volatile PM10 (Hourly measured),2009-02-19T00:00:00Z,2021-09-14,2021-09-14T00:00:00Z,Greater London,Greater London Urban Area,Camden
aurn,CA1,Camden Kerbside,Urban Traffic,51.54421,-0.175269,PM2.5,PM2.5 particulate matter (Hourly measured),2009-02-19T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Greater London,Greater London Urban Area,Camden
aurn,CA1,Camden Kerbside,Urban Traffic,51.54421,-0.175269,NV2.5,Non-volatile PM2.5 (Hourly measured),2009-02-19T00:00:00Z,2021-09-14,2021-09-14T00:00:00Z,Greater London,Greater London Urban Area,Camden
aurn,CA1,Camden Kerbside,Urban Traffic,51.54421,-0.175269,V2.5,Volatile PM2.5 (Hourly measured),2009-02-19T00:00:00Z,2021-09-14,2021-09-14T00:00:00Z,Greater London,Greater London Urban Area,Camden
aurn,CA1,Camden Kerbside,Urban Traffic,51.54421,-0.175269,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,Greater London,Greater London Urban Area,Camden
aurn,CA1,Camden Kerbside,Urban Traffic,51.54421,-0.175269,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,Greater London,Greater London Urban Area,Camden
aurn,CA1,Camden Kerbside,Urban Traffic,51.54421,-0.175269,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,Greater London,Greater London Urban Area,Camden
aurn,CANK,Cannock A5190 Roadside,Urban Traffic,52.687298,-1.980821,NO,Nitric oxide,2016-08-10T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Cannock Chase
aurn,CANK,Cannock A5190 Roadside,Urban Traffic,52.687298,-1.980821,NO2,Nitrogen dioxide,2016-08-10T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Cannock Chase
aurn,CANK,Cannock A5190 Roadside,Urban Traffic,52.687298,-1.980821,NOx,Nitrogen oxides as nitrogen dioxide,2016-08-10T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Cannock Chase
aurn,CANK,Cannock A5190 Roadside,Urban Traffic,52.687298,-1.980821,wd,Modelled Wind Direction,2016-08-10T00:00:00Z,ongoing,NA,West Midlands,NA,Cannock Chase
aurn,CANK,Cannock A5190 Roadside,Urban Traffic,52.687298,-1.980821,ws,Modelled Wind Speed,2016-08-10T00:00:00Z,ongoing,NA,West Midlands,NA,Cannock Chase
aurn,CANK,Cannock A5190 Roadside,Urban Traffic,52.687298,-1.980821,temp,Modelled Temperature,2016-08-10T00:00:00Z,ongoing,NA,West Midlands,NA,Cannock Chase
aurn,CANT,Canterbury,Urban Background,51.27399,1.098061,O3,Ozone,2011-03-15T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South East,NA,Canterbury
aurn,CANT,Canterbury,Urban Background,51.27399,1.098061,NO,Nitric oxide,2001-02-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South East,NA,Canterbury
aurn,CANT,Canterbury,Urban Background,51.27399,1.098061,NO2,Nitrogen dioxide,2001-02-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South East,NA,Canterbury
aurn,CANT,Canterbury,Urban Background,51.27399,1.098061,NOx,Nitrogen oxides as nitrogen dioxide,2001-02-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South East,NA,Canterbury
aurn,CANT,Canterbury,Urban Background,51.27399,1.098061,PM10,PM10 particulate matter (Hourly measured),2001-01-02T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South East,NA,Canterbury
aurn,CANT,Canterbury,Urban Background,51.27399,1.098061,PM2.5,PM2.5 particulate matter (Hourly measured),2022-05-27T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South East,NA,Canterbury
aurn,CANT,Canterbury,Urban Background,51.27399,1.098061,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,South East,NA,Canterbury
aurn,CANT,Canterbury,Urban Background,51.27399,1.098061,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,South East,NA,Canterbury
aurn,CANT,Canterbury,Urban Background,51.27399,1.098061,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,South East,NA,Canterbury
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,O3,Ozone,1992-05-12T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,NO,Nitric oxide,1992-05-12T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,NO2,Nitrogen dioxide,1992-05-12T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,NOx,Nitrogen oxides as nitrogen dioxide,1992-05-12T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,SO2,Sulphur dioxide,1992-05-12T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,CO,Carbon monoxide,1992-05-12T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,PM10,PM10 particulate matter (Hourly measured),1992-05-12T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,NV10,Non-volatile PM10 (Hourly measured),2007-02-19T00:00:00Z,2020-09-10,2020-09-10T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,V10,Volatile PM10 (Hourly measured),2007-02-19T00:00:00Z,2020-09-10,2020-09-10T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,PM2.5,PM2.5 particulate matter (Hourly measured),2008-08-12T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,NV2.5,Non-volatile PM2.5 (Hourly measured),2008-08-12T00:00:00Z,2020-09-10,2020-09-10T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,V2.5,Volatile PM2.5 (Hourly measured),2008-08-12T00:00:00Z,2020-09-10,2020-09-10T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,13BDIENE,"1,3-butadiene",2002-09-05T00:00:00Z,2007-09-10,2007-09-10T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,BENZENE,benzene,2002-09-05T00:00:00Z,2007-09-10,2007-09-10T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,TOLUENE,toluene,2002-09-05T00:00:00Z,2007-09-10,2007-09-10T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,ETHBENZ,ethylbenzene,2002-09-05T00:00:00Z,2007-09-10,2007-09-10T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,mpXYLENE,m+p-xylene,2002-09-05T00:00:00Z,2007-09-10,2007-09-10T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,oXYLENE,o-xylene,2002-09-05T00:00:00Z,2007-09-10,2007-09-10T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,South Wales,Cardiff Urban Area,Cardiff
aurn,CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,ETHANE,ethane,1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,ETHENE,ethene,1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,ETHYNE,ethyne,1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,PROPANE,propane,1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,PROPENE,propene,1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,iBUTANE,iso-butane,1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,nBUTANE,n-butane,1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,1BUTENE,1-butene,1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,t2BUTENE,trans-2-butene,1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,c2BUTENE,cis-2-butene,1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,iPENTANE,iso-pentane,1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,nPENTANE,n-pentane,1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,13BDIENE,"1,3-butadiene",1994-01-01T00:00:00Z,2002-09-05,2002-09-05T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,t2PENTEN,trans-2-pentene,1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,c2PENTEN,cis-2-pentene (VOC-AIR only),1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,MEPENT,2+3-methylpentane (VOC-AIR only),1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,ISOPRENE,isoprene,1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,nHEXANE,n-hexane,1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,nHEPTANE,n-heptane,1994-01-01T00:00:00Z,2001-12-31,2001-12-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,BENZENE,benzene,1994-01-01T00:00:00Z,2002-09-05,2002-09-05T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,TOLUENE,toluene,1994-01-01T00:00:00Z,2002-09-05,2002-09-05T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,ETHBENZ,ethylbenzene,1994-01-01T00:00:00Z,2002-09-05,2002-09-05T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,mpXYLENE,m+p-xylene,1994-01-01T00:00:00Z,2002-09-05,2002-09-05T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR2,Cardiff East,Urban Background,51.48887,-3.163711,oXYLENE,o-xylene,1994-01-01T00:00:00Z,2002-09-05,2002-09-05T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR,Cardiff Kerbside,Urban Traffic,51.482431,-3.17794,O3,Ozone,1974-06-02T00:00:00Z,1974-12-13,1974-12-13T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CAR,Cardiff Kerbside,Urban Traffic,51.482431,-3.17794,CO,Carbon monoxide,1973-07-28T00:00:00Z,1976-11-23,1976-11-23T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CNPR,Cardiff Newport Road,Urban Traffic,51.49096,-3.152305,NO,Nitric oxide,2018-04-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CNPR,Cardiff Newport Road,Urban Traffic,51.49096,-3.152305,NO2,Nitrogen dioxide,2018-04-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CNPR,Cardiff Newport Road,Urban Traffic,51.49096,-3.152305,NOx,Nitrogen oxides as nitrogen dioxide,2018-04-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CNPR,Cardiff Newport Road,Urban Traffic,51.49096,-3.152305,PM10,PM10 particulate matter (Hourly measured),2018-04-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Cardiff Urban Area,Cardiff
aurn,CNPR,Cardiff Newport Road,Urban Traffic,51.49096,-3.152305,wd,Modelled Wind Direction,2018-04-01T00:00:00Z,ongoing,NA,South Wales,Cardiff Urban Area,Cardiff
aurn,CNPR,Cardiff Newport Road,Urban Traffic,51.49096,-3.152305,ws,Modelled Wind Speed,2018-04-01T00:00:00Z,ongoing,NA,South Wales,Cardiff Urban Area,Cardiff
aurn,CNPR,Cardiff Newport Road,Urban Traffic,51.49096,-3.152305,temp,Modelled Temperature,2018-04-01T00:00:00Z,ongoing,NA,South Wales,Cardiff Urban Area,Cardiff
aurn,CARM,Carlisle Morton A595,Urban Traffic,54.885823,-2.964955,NO,Nitric oxide,2021-10-01T00:00:00Z,ongoing,2023-12-31T00:00:00Z,North West & Merseyside,NA,Carlisle
aurn,CARM,Carlisle Morton A595,Urban Traffic,54.885823,-2.964955,NO2,Nitrogen dioxide,2021-10-01T00:00:00Z,ongoing,2023-12-31T00:00:00Z,North West & Merseyside,NA,Carlisle
aurn,CARM,Carlisle Morton A595,Urban Traffic,54.885823,-2.964955,NOx,Nitrogen oxides as nitrogen dioxide,2021-10-01T00:00:00Z,ongoing,2023-12-31T00:00:00Z,North West & Merseyside,NA,Carlisle
aurn,CARM,Carlisle Morton A595,Urban Traffic,54.885823,-2.964955,PM10,PM10 particulate matter (Hourly measured),2021-10-01T00:00:00Z,ongoing,2023-12-31T00:00:00Z,North West & Merseyside,NA,Carlisle
aurn,CARM,Carlisle Morton A595,Urban Traffic,54.885823,-2.964955,PM2.5,PM2.5 particulate matter (Hourly measured),2021-10-01T00:00:00Z,ongoing,2023-12-31T00:00:00Z,North West & Merseyside,NA,Carlisle
aurn,CARM,Carlisle Morton A595,Urban Traffic,54.885823,-2.964955,wd,Modelled Wind Direction,2021-10-01T00:00:00Z,ongoing,NA,North West & Merseyside,NA,Carlisle
aurn,CARM,Carlisle Morton A595,Urban Traffic,54.885823,-2.964955,ws,Modelled Wind Speed,2021-10-01T00:00:00Z,ongoing,NA,North West & Merseyside,NA,Carlisle
aurn,CARM,Carlisle Morton A595,Urban Traffic,54.885823,-2.964955,temp,Modelled Temperature,2021-10-01T00:00:00Z,ongoing,NA,North West & Merseyside,NA,Carlisle
aurn,CARL,Carlisle Roadside,Urban Traffic,54.894834,-2.945307,NO,Nitric oxide,2008-02-14T00:00:00Z,2021-06-21,2021-06-21T00:00:00Z,North West & Merseyside,NA,Carlisle
aurn,CARL,Carlisle Roadside,Urban Traffic,54.894834,-2.945307,NO2,Nitrogen dioxide,2008-02-14T00:00:00Z,2021-06-21,2021-06-21T00:00:00Z,North West & Merseyside,NA,Carlisle
aurn,CARL,Carlisle Roadside,Urban Traffic,54.894834,-2.945307,NOx,Nitrogen oxides as nitrogen dioxide,2008-02-14T00:00:00Z,2021-06-21,2021-06-21T00:00:00Z,North West & Merseyside,NA,Carlisle
aurn,CARL,Carlisle Roadside,Urban Traffic,54.894834,-2.945307,PM10,PM10 particulate matter (Hourly measured),2008-02-14T00:00:00Z,2021-06-21,2021-06-21T00:00:00Z,North West & Merseyside,NA,Carlisle
aurn,CARL,Carlisle Roadside,Urban Traffic,54.894834,-2.945307,NV10,Non-volatile PM10 (Hourly measured),2009-03-18T00:00:00Z,2018-11-20,2018-11-20T00:00:00Z,North West & Merseyside,NA,Carlisle
aurn,CARL,Carlisle Roadside,Urban Traffic,54.894834,-2.945307,V10,Volatile PM10 (Hourly measured),2009-03-18T00:00:00Z,2018-11-20,2018-11-20T00:00:00Z,North West & Merseyside,NA,Carlisle
aurn,CARL,Carlisle Roadside,Urban Traffic,54.894834,-2.945307,PM2.5,PM2.5 particulate matter (Hourly measured),2009-03-17T00:00:00Z,2021-06-21,2021-06-21T00:00:00Z,North West & Merseyside,NA,Carlisle
aurn,CARL,Carlisle Roadside,Urban Traffic,54.894834,-2.945307,NV2.5,Non-volatile PM2.5 (Hourly measured),2009-03-17T00:00:00Z,2018-11-20,2018-11-20T00:00:00Z,North West & Merseyside,NA,Carlisle
aurn,CARL,Carlisle Roadside,Urban Traffic,54.894834,-2.945307,V2.5,Volatile PM2.5 (Hourly measured),2009-03-17T00:00:00Z,2018-11-20,2018-11-20T00:00:00Z,North West & Merseyside,NA,Carlisle
aurn,CARL,Carlisle Roadside,Urban Traffic,54.894834,-2.945307,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,2021-06-21,NA,North West & Merseyside,NA,Carlisle
aurn,CARL,Carlisle Roadside,Urban Traffic,54.894834,-2.945307,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,2021-06-21,NA,North West & Merseyside,NA,Carlisle
aurn,CARL,Carlisle Roadside,Urban Traffic,54.894834,-2.945307,temp,Modelled Temperature,2010-08-01T00:00:00Z,2021-06-21,NA,North West & Merseyside,NA,Carlisle
aurn,CLL,Central London,Urban Background,51.494722,-0.138333,O3,Ozone,1972-07-01T00:00:00Z,1990-08-20,1990-08-20T00:00:00Z,Greater London,Greater London Urban Area,Westminster
aurn,CLL,Central London,Urban Background,51.494722,-0.138333,NO,Nitric oxide,1972-07-01T00:00:00Z,1990-08-20,1990-08-20T00:00:00Z,Greater London,Greater London Urban Area,Westminster
aurn,CLL,Central London,Urban Background,51.494722,-0.138333,NO2,Nitrogen dioxide,1972-07-01T00:00:00Z,1990-08-20,1990-08-20T00:00:00Z,Greater London,Greater London Urban Area,Westminster
aurn,CLL,Central London,Urban Background,51.494722,-0.138333,NOx,Nitrogen oxides as nitrogen dioxide,1972-07-01T00:00:00Z,1990-08-20,1990-08-20T00:00:00Z,Greater London,Greater London Urban Area,Westminster
aurn,CLL,Central London,Urban Background,51.494722,-0.138333,SO2,Sulphur dioxide,1972-12-04T00:00:00Z,1990-07-23,1990-07-23T00:00:00Z,Greater London,Greater London Urban Area,Westminster
aurn,CLL,Central London,Urban Background,51.494722,-0.138333,CO,Carbon monoxide,1972-07-01T00:00:00Z,1990-08-06,1990-08-06T00:00:00Z,Greater London,Greater London Urban Area,Westminster
aurn,MACK,Charlton Mackrell,Rural Background,51.05625,-2.68345,O3,Ozone,2008-09-03T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South West,NA,South Somerset
aurn,MACK,Charlton Mackrell,Rural Background,51.05625,-2.68345,NO,Nitric oxide,2008-09-03T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South West,NA,South Somerset
aurn,MACK,Charlton Mackrell,Rural Background,51.05625,-2.68345,NO2,Nitrogen dioxide,2008-09-03T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South West,NA,South Somerset
aurn,MACK,Charlton Mackrell,Rural Background,51.05625,-2.68345,NOx,Nitrogen oxides as nitrogen dioxide,2008-09-03T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South West,NA,South Somerset
aurn,MACK,Charlton Mackrell,Rural Background,51.05625,-2.68345,PM10,PM10 particulate matter (Hourly measured),2022-06-07T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South West,NA,South Somerset
aurn,MACK,Charlton Mackrell,Rural Background,51.05625,-2.68345,PM2.5,PM2.5 particulate matter (Hourly measured),2022-06-07T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South West,NA,South Somerset
aurn,MACK,Charlton Mackrell,Rural Background,51.05625,-2.68345,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,South West,NA,South Somerset
aurn,MACK,Charlton Mackrell,Rural Background,51.05625,-2.68345,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,South West,NA,South Somerset
aurn,MACK,Charlton Mackrell,Rural Background,51.05625,-2.68345,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,South West,NA,South Somerset
aurn,CHAT,Chatham Roadside,Urban Traffic,51.374264,0.54797,NO,Nitric oxide,2010-07-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South East,NA,Medway
aurn,CHAT,Chatham Roadside,Urban Traffic,51.374264,0.54797,NO2,Nitrogen dioxide,2010-07-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South East,NA,Medway
aurn,CHAT,Chatham Roadside,Urban Traffic,51.374264,0.54797,NOx,Nitrogen oxides as nitrogen dioxide,2010-07-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South East,NA,Medway
aurn,CHAT,Chatham Roadside,Urban Traffic,51.374264,0.54797,PM10,PM10 particulate matter (Hourly measured),2010-07-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South East,NA,Medway
aurn,CHAT,Chatham Roadside,Urban Traffic,51.374264,0.54797,NV10,Non-volatile PM10 (Hourly measured),2010-07-01T00:00:00Z,2016-11-10,2016-11-10T00:00:00Z,South East,NA,Medway
aurn,CHAT,Chatham Roadside,Urban Traffic,51.374264,0.54797,V10,Volatile PM10 (Hourly measured),2010-07-01T00:00:00Z,2016-11-10,2016-11-10T00:00:00Z,South East,NA,Medway
aurn,CHAT,Chatham Roadside,Urban Traffic,51.374264,0.54797,PM2.5,PM2.5 particulate matter (Hourly measured),2010-07-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South East,NA,Medway
